,station,Present_Tmax,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC2,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lon,Slope,Solar radiation,Next_Tmin,Next_Tmax
4445,21.0,31.3,34.13412857,78.86634064,31.97552517,22.72074276,10.53550414,19.55100824,0.221307318,0.607479723,0.002375289,0.0,0.0,0.0,127.04,0.5721,4723.027344,24.1,30.6
4626,2.0,27.0,75.48316956,97.07275391,26.85469799,22.87509862,7.479369144,54.22582968,0.91044264,0.905232554,0.000139563,0.526296675,0.188180984,7.77599591,127.03200000000001,0.5141,5863.956055,21.7,26.3
1614,15.0,23.8,39.88088226,83.05905151,31.37853612,21.61698692,5.432479868,29.62744594,0.220530193,0.089679602,0.0,0.0,0.009309201,0.0,126.93700000000001,0.8552,5849.007324,21.5,32.3
790,16.0,28.3,54.68353271,83.08847046,30.93468193,24.35613954,4.057145471,85.45317805,0.17301425899999998,0.020221479,0.0,0.0,0.0,0.0,126.995,2.2579,5399.98584,22.4,32.1
681,7.0,30.1,79.8385849,95.7351532,27.55420962,24.44198617,8.296048582000001,84.95064195,0.700045826,0.760765615,1.423999547,0.9864044340000001,0.0,0.464468125,126.838,0.0985,5496.132813,23.6,27.0
6589,15.0,28.5,65.59357452,87.37348938,30.45575436,25.99982242,6.888590157,14.45009873,0.5188195170000001,0.451461832,0.0,0.0,0.0,0.0,126.93700000000001,0.8552,5711.833496,23.4,29.5
496,22.0,30.9,61.29154968,87.22451782,30.64541426,25.31655834,7.568945845,54.38406368,0.31415842,0.372478805,0.0,0.0,0.001569701,0.0,127.086,0.1332,5649.235352000001,25.2,32.7
901,2.0,28.9,82.02541351,95.07744598,29.89178977,25.63283461,6.2574719089999995,36.72855039,0.502985016,0.09562441599999999,0.0,0.224115759,0.164706197,0.0,127.03200000000001,0.5141,5302.383301,22.2,27.3
4794,20.0,26.4,70.21333313,97.57317352,25.29930072,20.27178375,5.243682086000001,54.32247099999999,0.594668785,0.331321296,0.0,0.0,0.0,0.0,127.00399999999999,4.7296,5883.891602000001,19.3,28.5
6971,22.0,28.2,47.09509277,89.18335724,32.71194248,23.90527991,4.511507312,80.53195055,0.307110603,0.051947444,0.0,0.0,0.0,0.0,127.086,0.1332,5409.069824,23.8,33.5
2649,25.0,26.9,61.73669052,87.91402435,25.60124424,21.62916995,4.447673341000001,26.14889793,0.661985709,0.558085187,0.34562724899999997,0.0,0.0,0.000539112,126.97,0.2713,5058.025879,21.6,24.5
4670,21.0,27.1,49.80706024,95.8070755,28.85035123,21.82178576,8.736528357000001,30.09704324,0.297213045,0.270623574,1.113800873,0.003586593,0.0,0.0,127.04,0.5721,5848.048828,20.9,27.4
6492,18.0,32.3,49.50749969,81.96773529,30.44297185,23.45249437,5.874548702999999,117.1080134,0.0,0.0009622039999999999,0.0,0.0,0.0,0.0,127.024,1.2313,5759.541015999999,22.2,32.7
2,3.0,31.6,48.69047928,83.97358704,30.09129171,24.56563342,6.138223677999999,20.57304966,0.257469446,0.14212525,0.0,0.0,0.0,0.0,127.05799999999999,0.2661,5863.555664,23.9,31.1
5223,24.0,31.5,72.05780029,94.46738434,28.84750918,25.57032812,8.08487457,40.2579689,0.81108066,0.571380469,0.197028457,7.27772216,0.351307287,0.0,126.90899999999999,0.2223,5557.387695,27.3,30.6
155,6.0,30.5,61.79960632,93.21099091,29.67967765,23.55914573,7.315035353,59.28647995,0.105623071,0.811795088,0.0,0.0,0.07782760700000001,10.557130099999998,127.042,0.1457,5832.537598,22.8,29.2
2709,10.0,28.6,64.21879578,96.35182953,25.03272474,20.36218671,4.619649003,30.74622397,0.783273167,0.599314246,0.011117605,0.205463017,1.021221302,0.0,126.955,5.1782,4915.099121,21.4,24.4
6349,25.0,32.9,72.5158844,82.05134583,28.69377266,25.26575007,6.815980405,22.7335827,0.585755759,0.576767291,0.0,0.0,0.19899554600000002,0.0,126.97,0.2713,5814.271973,25.0,29.2
895,21.0,31.3,63.93932724,85.35803223,31.367823699999995,27.31192244,7.546474298,21.00668478,0.253640346,0.16797051,0.0,0.0,0.09646702,0.0,127.04,0.5721,5319.623535,25.0,29.6
2652,3.0,23.0,49.19458008,89.98097229,29.91912565,20.57779594,5.601836314,20.09680323,0.20016591399999997,0.092430834,0.0,0.0,0.0,0.0,127.05799999999999,0.2661,5034.395996,20.8,29.1
3657,8.0,30.0,83.47716522,96.7101059,25.75345589,23.970851100000004,6.291411638,39.08637798,0.7162617590000001,0.751244575,1.0541595259999998,0.386960274,0.00279969,0.050974975,126.91,1.5629,5586.337402,22.2,25.6
2048,24.0,31.2,49.23077011,88.00582886,30.98548157,24.4025288,6.690812329,46.84925644,0.229031775,0.13071908599999998,0.0,0.0,0.0,0.0,126.90899999999999,0.2223,5629.780761999999,24.7,32.1
6388,14.0,27.7,66.12500763,86.95931244,31.26864499,25.48035597,5.953742246,12.18909194,0.42558621399999996,0.676169155,0.0,0.0,0.0,0.031717294,126.927,0.618,5798.291504,23.4,30.7
1309,10.0,32.1,74.80989838,94.99050903,27.69911366,23.71514469,4.837164655,45.76740017,0.823993592,0.124486035,4.447215925,1.666792948,0.453084383,0.0,126.955,5.1782,4693.443848,21.5,26.9
3205,6.0,28.1,33.87828827,78.87203979,30.88060915,21.05066555,5.398111175,70.22276529,0.056886105,0.28427196,0.0,0.0,0.0,0.160877247,127.042,0.1457,5840.882813,20.9,31.8
4101,2.0,31.5,37.08971405,93.56549072,32.23918326,24.02705235,5.5468616189999995,67.5476323,0.325364461,0.088086371,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,5162.595703,21.7,31.1
1242,18.0,34.4,36.78661346,82.16546631,32.63341027,24.41798182,4.975113461,107.9800347,0.008240396,0.003556805,0.0,0.0,0.0,0.0,127.024,1.2313,4850.415527,23.4,34.6
2703,4.0,30.8,79.57471466,98.63562775,24.00453798,21.28674168,5.528305102999999,39.69988835,0.764086707,0.5777650360000001,0.012188191999999999,0.390329136,0.9865892279999999,0.0,127.022,2.5348,4960.18457,22.3,25.5
6132,8.0,26.5,59.18671799,88.72221375,22.07897667,17.01079352,11.57992693,62.22510815,0.16874292100000002,0.832025861,0.0,0.0,0.096059281,0.361447509,126.91,1.5629,4438.943848,19.9,24.4
5516,17.0,34.2,47.43244934,90.95098114,34.63711117,24.97824501,4.437547311,156.8460843,0.079735734,0.026893264,0.095077934,0.005103565,0.0,0.0,127.09899999999999,0.6970000000000001,5302.347168,22.8,35.7
5074,25.0,23.5,54.17776108,87.34780121,28.68730226,21.38392307,5.074140916,17.86135383,0.202760561,0.007278147,0.002229943,0.0,0.0,0.0,126.97,0.2713,5668.876465,21.2,28.5
6801,2.0,33.5,43.21525955,79.35521698,32.70181948,24.07528117,6.471720775,80.83555396,0.039031856000000004,0.057023407000000005,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,5558.630371,22.4,32.2
1626,2.0,31.7,43.43439484,76.12518311,30.99071402,22.49416616,5.9093152579999995,68.14804486,0.12178352,0.308167343,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,5844.398438,20.2,29.7
940,16.0,26.5,58.61016083,94.40353394,32.05262606,24.08427067,5.735587945,90.27744834,0.45965128,0.081531957,0.018076065,0.0,0.0,0.0,126.995,2.2579,5241.705566,23.4,32.0
7691,17.0,23.6,51.40438461,86.61010742,22.10821191,14.50081253,3.870586882,59.67193329,0.643696315,0.097901321,0.0,0.0,0.0,0.0,127.09899999999999,0.6970000000000001,4500.299316,14.1,23.0
6101,2.0,22.5,42.48497009,73.17346954,26.49669904,18.26289765,10.86089327,71.79048443,0.042800095,0.17360280600000003,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,4503.431640999999,15.3,25.5
4146,22.0,30.9,33.27306366,87.84365082,33.23755112,23.26462555,6.19939669,98.12013102,0.109929242,0.007637941999999999,0.000558372,0.0,0.0,0.0,127.086,0.1332,5112.584961,22.6,33.3
4650,1.0,23.8,65.86340332,99.94918059999999,25.851262,19.71408318,10.23108828,78.21323790000001,0.315089768,0.309730125,0.405180489,0.04755617,0.0,0.0,126.991,2.785,5981.979492,19.4,25.4
1728,4.0,28.7,52.20379257,97.85823059,33.86129548,23.51774472,5.774393231,83.49983237,0.39144525799999996,0.660636396,0.005729726,0.001826035,12.59141413,1.573231155,127.022,2.5348,5797.602539,24.9,33.8
6886,12.0,24.7,53.36997604,85.40272522,30.48634485,24.74180757,7.39540271,14.35969158,0.589252432,0.334757961,0.0,0.0,0.0,0.0,126.988,0.5931,5546.43457,23.6,29.3
7349,25.0,24.9,64.96922302,84.66466522,24.93298692,21.60270003,10.84726616,19.509395899999998,0.586450895,0.478262187,0.101636725,0.0,0.0,0.0,126.97,0.2713,4994.416992,20.8,27.7
5189,15.0,32.7,57.29704285,76.93215179,30.24284272,26.66738074,7.14793549,51.16970762,0.770099401,0.565341371,0.006447883000000001,0.50005219,0.223973731,0.0,126.93700000000001,0.8552,5596.511719,26.5,32.8
7512,13.0,32.7,73.7409668,87.6216507,29.40831569,24.73579098,7.05472223,31.53507368,0.7724070270000001,0.45097043600000003,0.0,0.245167837,0.0,0.049081306,127.083,2.6865,4741.140136999999,24.4,30.6
3850,1.0,30.0,76.82048798,94.89555359,27.64165572,24.358006500000002,10.06157404,58.23345915,0.859537601,0.255777987,0.012814273000000001,0.022247787999999998,0.006562671,0.0,126.991,2.785,5564.09082,23.2,29.1
6212,13.0,30.4,84.42402649,94.1412735,26.20031351,23.80993358,7.927799343999999,53.23727552,0.846628759,0.8655473159999999,5.360599035,0.34337865799999995,0.064833148,3.8918440860000003,127.083,2.6865,5855.550293,22.0,27.7
5136,12.0,31.9,44.30354691,69.84918213,32.36631456,25.375449800000002,7.683892567999999,36.6644932,0.36103787299999995,0.076753477,0.029559117000000003,0.0,0.0,0.0,126.988,0.5931,5685.068848,23.3,31.8
7232,8.0,31.1,47.6307106,81.46746063,31.82992518,24.08658494,5.601847351,78.41168046,0.10766177199999999,0.468987455,0.0,0.0,0.0,0.336801122,126.91,1.5629,5115.180664,23.5,31.8
2277,3.0,32.4,44.21340179,84.75939178,34.24679775,25.44213212,5.334144343999999,30.83293728,0.362202387,0.298650365,0.798879738,0.029984059,0.0,0.0,127.05799999999999,0.2661,5445.730469,23.9,32.8
3096,22.0,28.6,47.72483063,89.59268951,25.79272137,20.86269254,9.249510457000001,123.3879426,0.154907931,0.049668627,0.216449898,0.0,0.0,0.0,127.086,0.1332,5852.904297,20.0,26.7
294,20.0,24.8,94.97068787,99.31849670000001,24.03760852,21.93469575,14.11989174,17.62576227,0.966637436,0.847263935,0.760121255,4.329367002,3.525476073,0.443838093,127.00399999999999,4.7296,5843.765625,23.1,23.9
3881,7.0,31.0,75.33920288,92.86180115,28.43082522,25.40669501,9.745599886,127.79387779999999,0.487950535,0.333727915,0.004452592,0.32247624199999997,0.0,0.0,126.838,0.0985,5382.273438,23.8,30.0
6164,15.0,24.6,84.29701233,90.77407074,20.45874598,16.851724100000002,14.15241808,77.46226529,0.922231327,0.804402132,0.30089549600000004,1.788102989,4.413722316,0.8324213709999999,126.93700000000001,0.8552,4430.538574,16.0,20.4
1959,10.0,27.5,86.75489807,99.25954437,24.83791497,22.24206761,7.963500708,49.8662078,0.688250189,0.394306331,6.616184226000001,11.26400391,0.22297081,0.06266648400000001,126.955,5.1782,5703.202636999999,20.6,29.7
4595,21.0,29.5,30.44895935,81.13048553,31.17608641,21.72525281,6.100403517,13.60064196,0.012444297,0.026053117999999997,0.0,0.0,0.0,0.0,127.04,0.5721,4495.60498,21.4,30.4
7283,9.0,28.0,67.38222504,80.76986694,25.43794658,22.24266035,8.519824326,75.63352791,0.554809266,0.707522801,0.0310404,0.0,0.015355536000000001,0.13287120300000002,126.82600000000001,0.4125,5078.800293,23.1,26.7
167,18.0,31.3,64.82743073,93.51849365,29.37868464,22.40528303,6.709899752999999,70.98968858,0.108864153,0.813098113,0.0,0.0,0.105390659,9.870644254,127.024,1.2313,5823.089355,22.8,30.8
5279,5.0,31.7,85.66225433,96.85054016,27.26538531,25.3587195,7.622807691,48.94756397,0.84496562,0.53645541,0.002968728,0.880545675,0.447050551,0.069446226,127.135,0.5055,5504.912598,26.0,29.4
2714,15.0,30.4,55.61236572,93.64871979,26.9815446,21.46638959,4.538015385,39.30851527,0.827852494,0.600302244,0.009965547,1.264845189,1.403422479,0.002682926,126.93700000000001,0.8552,4978.878418,22.4,24.7
3556,7.0,28.8,62.36315537,87.22669983,29.7382915,24.44117627,4.391599844,87.23754699999999,0.452380127,0.363614308,0.0,0.0,0.0,0.0,126.838,0.0985,5645.98291,24.8,30.0
3276,2.0,24.7,53.48239899,81.71703339,28.63180019,21.54147099,7.033522228,43.99977207,0.40761767,0.07813458200000001,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,5810.09082,20.8,30.7
2682,8.0,28.1,50.00959778,90.68940735,29.75662952,22.38566774,4.7780475419999995,39.36160239,0.127925524,0.21331613100000002,0.0,0.0,0.0,0.0,126.91,1.5629,4988.449707,20.9,30.1
1717,18.0,35.7,60.89900970000001,88.79930115,29.04992334,23.1473189,5.5023476979999995,71.48013655,0.5193648479999999,0.20720784399999997,0.0,0.26969207300000003,0.019342588,0.0,127.024,1.2313,5813.991211,24.0,31.5
1194,20.0,31.1,73.00524902,99.48361206,29.04219315,25.3427439,12.71801845,61.19532936,0.517973138,0.5433370820000001,0.0,0.0,0.0036685420000000003,1.552044258,127.00399999999999,4.7296,5026.276855,25.4,32.5
2274,25.0,29.8,49.84445572,78.47944641,32.46190373,24.64660392,5.815989882,15.24652553,0.242623233,0.009651243,0.0,0.0,0.0,0.0,126.97,0.2713,5460.181640999999,25.4,34.2
4469,20.0,30.1,68.02493286,94.73856354,22.90154292,18.55886644,20.04824893,100.5841233,0.676445106,0.7405603540000001,0.0,0.023687282,0.39896932,1.0351917640000001,127.00399999999999,4.7296,4782.768555,20.1,25.4
6521,22.0,32.0,54.94603729,82.65561676,32.28046599,25.66654228,6.980035981,115.87912320000001,0.040973706,0.179054606,0.0,0.0,0.0,0.0,127.086,0.1332,5736.805176,26.3,33.7
4840,16.0,31.0,47.47500992,88.64128876,31.79224778,23.52216966,5.522481591,112.64835159999998,0.00642127,0.292790578,0.0,0.0,0.0,0.0,126.995,2.2579,5788.630371,21.9,32.7
5669,20.0,34.2,53.44961929,93.23043823,33.22360078,26.1698191,6.878939647999999,91.09748379,0.158085636,0.0007328139999999999,0.0,0.007068921,0.0,0.0,127.00399999999999,4.7296,5213.896973,25.2,35.7
755,6.0,30.5,56.21985626,93.25188446,29.97757086,25.34409526,7.72810179,65.94760609,0.289567138,0.083899694,2.56670698,0.0,0.0,0.0,127.042,0.1457,5452.255859000001,25.1,30.3
2974,25.0,30.9,44.43930817,79.90508270000001,29.59253086,21.08171402,6.036285122000001,22.12564544,0.1713407,0.34103295899999997,0.0,0.0,0.0,0.00684672,126.97,0.2713,4607.025879,21.6,29.1
2805,6.0,27.6,77.44295502,90.66465759,25.75204193,22.17426557,7.163777411,49.82401808,0.817375017,0.5919520420000001,0.009314076999999999,5.398565637999999,8.726772003999999,0.686308694,127.042,0.1457,4835.805664,22.0,25.1
3422,23.0,26.3,56.38606644,94.23046112,29.21237485,22.2079026,7.035280635,77.08691494,0.052334949000000006,0.037103724,0.0,0.0,0.0,0.0,126.891,0.1554,5735.630371,22.5,31.6
526,2.0,27.9,82.52635193,95.34708405,28.01681658,24.99822631,9.39973555,49.22183808,0.9257871870000001,0.7255612290000001,7.587936442999999,20.15052048,0.116928756,2.018639743,127.03200000000001,0.5141,5633.040527,23.6,29.8
97,23.0,31.0,75.45088196,90.75209045,28.95543916,23.53166519,8.186458071,57.08670791,0.52583022,0.75865399,0.0,0.0,0.0,0.04915840900000001,126.891,0.1554,5833.513672,23.4,27.6
6218,19.0,29.9,87.29823303,98.04239655,25.50511259,23.38660205,8.28057007,48.95731338,0.8916308909999999,0.877177454,3.0243898639999998,0.297152917,0.6209399179999999,1.507671226,126.93799999999999,1.7678,5888.26709,21.5,26.0
6119,20.0,22.3,54.17683792,84.5592804,23.92652315,16.35468962,11.91331629,114.55177549999999,0.041927728,0.171109918,0.0,0.0,0.0,0.0,127.00399999999999,4.7296,4594.163086,17.8,25.9
6553,4.0,27.1,88.8059845,98.52762604,27.32345756,23.88969633,8.792972445,55.41206216,0.834203035,0.580696491,9.079531511,11.52191504,0.0028601240000000003,0.0,127.022,2.5348,5714.666992,23.1,30.0
7011,12.0,31.6,38.2616539,85.85866547,33.72729509,26.26398197,7.9731763010000005,24.26489576,0.34816208299999996,0.10121768,0.0,0.0,0.0,0.0,126.988,0.5931,5428.586426,25.5,33.1
4726,2.0,24.5,91.83797455,98.07167053,26.08387439,19.88532138,8.485608786,34.084720000000004,0.958027227,0.6999117429999999,3.0171247919999997,2.605186041,1.2931774679999999,3.72280695,127.03200000000001,0.5141,5836.714844,18.6,25.2
5809,10.0,32.5,35.91561508,86.27122498,32.66605862,24.37243107,6.144566188,85.55083497,0.012379013000000001,0.142740489,0.0,0.0,0.0,0.0,126.955,5.1782,4879.457031,23.1,34.1
923,24.0,30.4,78.27902222,93.95555115,30.31112899,26.87059367,7.429850777,40.97818569,0.378976253,0.17234495,0.0,0.357280773,0.050079088,0.0,126.90899999999999,0.2223,5279.942383,22.4,28.8
1544,20.0,29.3,44.13637543,90.68276215,30.15337931,20.9107195,6.4498765670000004,72.18889148,0.10248242,0.081247267,0.0,0.048956553,0.000367835,0.0,127.00399999999999,4.7296,5932.124022999999,20.4,31.5
636,12.0,30.8,46.20315170000001,90.36296082,30.74077537,24.41612144,7.077745845,27.51760161,0.12542086800000002,0.029264455,0.0,0.0,0.0,0.0,126.988,0.5931,5609.790039,21.7,31.5
7209,10.0,24.3,54.110855099999995,86.22668457,31.0769261,23.65726194,7.661355893,74.07541409999999,0.165872076,0.17308193100000002,0.0,0.0,0.021714868999999998,0.0,126.955,5.1782,5117.305176,22.7,31.2
4849,25.0,32.8,40.44019318,69.75050354,33.43398233,25.66896763,6.548923393,24.36242938,0.006472736,0.283739219,0.0,0.0,0.0,0.0,126.97,0.2713,5785.897949,23.7,33.8
12,13.0,32.1,48.76792908,84.00816345,29.92927163,24.2817497,5.988360584,32.03944751,0.271462449,0.166153553,0.0,0.0,0.0,0.0,127.083,2.6865,5861.027344,24.3,31.4
7612,13.0,29.0,35.54768753,77.23144531,26.55048426,18.74056166,4.828858207,39.28167685,0.371496664,0.540353624,0.0,0.0,0.0,0.0,127.083,2.6865,4591.726563,19.6,26.5
4090,16.0,29.3,54.37277222,88.88841248,30.25026574,24.32025674,5.976474802,79.24986605,0.55124927,0.178693116,0.0,0.0,0.0,0.0,126.995,2.2579,5154.463867,22.3,30.8
1969,20.0,27.8,93.98935699,99.74138641,24.500406100000003,22.20883787,9.62226826,30.605807000000002,0.8615318040000001,0.35999140700000004,0.40218691100000004,5.0900318,0.17133875899999998,0.026594423,127.00399999999999,4.7296,5766.23877,22.4,30.3
90,16.0,29.4,70.91090393,88.89791107,29.61775424,22.83708916,7.065554241,60.37272596,0.400057152,0.7110839109999999,0.0,0.0,0.0,0.041980342000000004,126.995,2.2579,5842.662598,22.8,26.7
3844,20.0,33.5,70.91566467,99.92908478,28.49282943,24.39015354,10.37095122,54.10696069,0.333858608,0.06889384700000001,0.013266286,0.017980331999999998,0.007319956999999999,0.0,127.00399999999999,4.7296,5525.581543,25.8,33.1
6899,25.0,26.8,52.90461731,84.18730164,31.59843403,25.75673639,7.144850393,7.088508437000001,0.596544376,0.326750286,0.0,0.0,0.0,0.0,126.97,0.2713,5482.245117,25.7,31.2
3477,3.0,27.6,44.61508942,72.42970276,27.07180281,17.90974136,8.961903771,13.24784962,0.20628853800000002,0.529895998,0.0,0.0,0.0,0.02076392,127.05799999999999,0.2661,5707.422852000001,18.5,28.6
2594,20.0,27.3,57.85949707,98.5140152,27.85201875,20.55479835,7.1515713729999995,96.59796932,0.009680187,0.052282170999999995,0.0,0.0,0.0,0.0,127.00399999999999,4.7296,5213.896973,21.3,29.7
6817,18.0,34.9,49.89181519,83.4960022,31.42294069,23.82877299,7.153185606,125.63302560000001,0.008880514,0.034463846,0.0,0.0,0.0,0.0,127.024,1.2313,5547.251465,24.7,32.9
3447,23.0,30.3,31.5927105,87.11948395,34.66736908,23.78796435,7.205335358999999,101.9749365,0.264704724,0.139102107,0.0,0.0,0.0,0.0,126.891,0.1554,5722.567871,23.5,35.1
6659,10.0,32.0,53.54665375,71.53173065,32.65715483,25.89620241,6.5443277360000005,86.24397878,0.019536219,0.07969887099999999,0.0,0.0,0.0,0.0,126.955,5.1782,5668.401855,23.3,33.0
3887,13.0,32.0,60.81546783,86.32841492,30.60305611,25.9606725,9.833442152,46.191173,0.572346814,0.270780452,0.0049544409999999995,0.202856011,0.0018854710000000001,0.0,127.083,2.6865,5386.63623,24.3,30.4
7086,12.0,35.0,45.51192093,79.55049133,34.81710571,28.52037992,6.551393876000001,30.47424269,0.511985085,0.145296907,0.0,0.0,0.0,0.31717966,126.988,0.5931,5350.594238000001,24.8,34.4
4038,14.0,34.1,63.78058243,92.31246948,30.99098749,25.09683921,6.469648808,38.84549518,0.752349941,0.43057528799999994,11.83300004,3.459176748,0.101769916,0.0,126.927,0.618,5232.834961,24.2,34.7
4690,16.0,26.2,68.18078613,89.27368927,24.45662143,21.68944512,4.059033761,45.641062100000006,0.321106722,0.408951186,0.0,0.0,0.117824262,0.053736070999999996,126.995,2.2579,5842.662598,19.0,25.4
6560,11.0,26.5,78.8852005,94.18239594,27.61405844,24.14476627,7.57633547,47.06489197,0.8483805190000001,0.574243669,9.673432358,6.333478928,0.0,0.0,127.085,0.6233,5723.078613000001,22.9,28.6
3340,16.0,32.0,45.87738037,84.14800262,33.91534558,25.36694837,5.7101507389999995,77.13721617,0.161346415,0.35764852,0.000816291,0.0,0.0,0.0,126.995,2.2579,5777.470215,23.6,34.9
1248,24.0,33.0,36.85022354,74.97631836,33.40410663,25.22822228,6.469355483999999,57.32807962,0.003093965,0.004648938,0.0,0.0,0.0,0.0,126.90899999999999,0.2223,4849.283203,24.9,34.1
81,7.0,29.1,80.02159882,93.48442078,27.91348786,23.18142573,8.706108769,78.74871667,0.507973235,0.725803945,0.0,0.0,0.0,0.047777034,126.838,0.0985,5831.343261999999,22.7,27.1
3980,6.0,33.3,42.86052704,83.71178436,34.60908588,25.99165663,5.110711763,46.08678468,0.13902299099999998,0.069145507,0.0,0.0,0.0,0.0,127.042,0.1457,5302.327636999999,25.9,35.0
5733,9.0,33.6,84.04311371,92.65966797,28.65304081,26.56711723,4.608221153,30.16709203,0.646255483,0.275869017,0.0,0.0,0.798585057,0.00048070199999999995,126.82600000000001,0.4125,5047.208984000001,27.1,33.1
6207,8.0,29.2,88.89157867,96.80129242,25.37449597,23.55839963,8.909016629,46.39290913,0.8421520790000001,0.8735125029999999,3.1729131839999996,0.10773711400000001,0.743876117,2.83481177,126.91,1.5629,5858.525879,22.6,26.6
6883,9.0,27.1,60.12208176,91.38784790000001,30.00989438,24.94248503,5.883844783,84.4628612,0.544733456,0.28556258100000004,0.0,0.0,0.0,0.0,126.82600000000001,0.4125,5503.611816,25.4,30.7
2777,3.0,23.6,52.49282074,93.22776794,29.40891237,21.77865046,4.324663902,21.72799522,0.35128175700000003,0.5656049329999999,0.013616851000000001,0.0,0.0,0.000306623,127.05799999999999,0.2661,4868.342285,21.6,27.9
3656,7.0,31.1,83.43174744,97.04355621,26.09068253,24.34633342,6.327041725,73.64061165,0.765171087,0.652139137,1.749692526,0.44816387700000004,0.0,0.02147276,126.838,0.0985,5575.671386999999,22.7,25.2
460,11.0,26.6,49.54647827,88.82795715,31.67459895,24.68869111,7.89140903,43.20098009,0.220078468,0.180671288,0.0,0.0,0.0,0.0,127.085,0.6233,5678.985352000001,23.1,31.5
2574,25.0,27.7,49.33392334,93.99694824,28.58773507,19.4839655,6.441516628,25.38803093,0.059433095,0.08353601299999999,0.0,0.0,0.0,0.0,126.97,0.2713,5149.236816,19.2,29.6
5548,24.0,36.5,48.57731247,79.95165253,34.65249041,26.77986259,6.176808138999999,57.55600619,0.008290676,0.08705803599999999,0.0,0.014326283,0.0,0.0,126.90899999999999,0.2223,5252.905272999999,28.7,35.2
857,8.0,32.3,58.76329041,92.79211426,31.63995067,25.56098651,6.636499316,53.18419421,0.52886331,0.136057425,0.20803535399999998,0.0030821729999999997,0.0,0.0,126.91,1.5629,5340.01123,26.8,32.0
1469,20.0,30.4,73.71487427,96.80403137,26.23551272,22.913159399999998,13.91214569,40.66327173,0.773675945,0.22066528300000002,0.0,0.210967058,7.667775805,0.0,127.00399999999999,4.7296,4632.916992,22.4,26.8
4782,8.0,25.5,63.02271652,92.33040619,25.87767269,20.86101103,4.528972536,26.81707831,0.736619583,0.413117777,0.0044501540000000004,0.0031142929999999997,0.0,0.0,126.91,1.5629,5813.237305,20.2,28.1
431,7.0,25.5,80.28054809999999,96.87145233,26.58409405,24.20774232,5.443776607999999,47.82951017,0.607009783,0.393704358,1.670150482,0.013468415,0.0,0.0,126.838,0.0985,5677.527344,23.8,28.6
3647,23.0,31.9,57.46730804,83.5265274,29.48286995,25.77917156,5.141227027,78.83956401,0.413374205,0.504073994,0.0,0.0,0.0,0.0,126.891,0.1554,5596.52002,24.9,32.0
4719,20.0,25.9,71.96903992,99.48623657,24.12872949,19.071603,13.75570114,78.5757718,0.3688778,0.946666472,0.0,0.0,6.229348342000001,6.459518572,127.00399999999999,4.7296,5907.943359000001,19.8,24.1
459,10.0,27.5,56.38005447,84.06326294,30.00501863,24.27700845,8.719345142,65.2286609,0.166017852,0.172353549,0.0,0.0,0.0,0.0,126.955,5.1782,5686.123535,22.2,29.8
6306,7.0,32.7,60.31203842,89.68459320000001,30.35093305,24.48993513,6.0050869979999995,156.7998605,0.021593527,0.30096748,0.0,0.0,0.0,0.001275765,126.838,0.0985,5816.495605,24.3,34.2
4212,13.0,32.3,42.50305176,86.56636047,32.91945226,24.05160923,5.12184006,34.54466112,0.100233749,0.15531789599999998,0.0,0.0,0.0,0.0,127.083,2.6865,5016.757813,23.7,32.1
6701,2.0,31.8,64.89751434,85.99318695,31.26938006,27.470791,6.9240873060000006,49.43686243,0.43969569,0.336694877,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,5633.040527,26.2,31.5
2433,9.0,29.2,81.66517639,94.14704895,25.857144,23.08532215,4.016149273,38.02869932,0.704399682,0.774035432,0.0,0.000362145,0.481560108,0.047724055,126.82600000000001,0.4125,5309.967772999999,21.7,26.3
2030,6.0,32.4,44.64677048,84.34136963,31.70731855,24.73673934,7.173985322,57.33052715,0.17588834899999997,0.09596497300000001,0.0,0.0,0.0,0.0,127.042,0.1457,5652.810547,24.9,31.7
1184,10.0,30.7,65.09745789,97.08557892,29.9186221,25.22481755,10.31541254,67.6821995,0.480966331,0.45220627700000005,0.0,0.0,0.046720569,0.5026824289999999,126.955,5.1782,4879.457031,26.3,31.2
1671,22.0,30.7,35.88839722,88.17379761,30.0467637,23.42831955,5.720754802,102.42634140000001,0.674501062,0.137883038,0.603361527,1.063087618,0.0,0.0,127.086,0.1332,5820.09668,23.5,28.9
6840,16.0,31.0,52.28030396,77.66364288,30.27717399,23.68472454,5.712498763999999,86.19852853,0.139371715,0.5050577589999999,0.0,0.0,0.0,0.0,126.995,2.2579,5514.975098,22.9,28.2
726,2.0,30.6,49.43199921,91.20652008,31.93129246,24.83780569,6.000416368,58.20306661,0.393131619,0.642318949,0.0,0.0,0.06407620900000001,0.138724608,127.03200000000001,0.5141,5473.931152,22.6,30.3
